(-10, 32)
(-11, 31)
(-11, 30)
(-11, 29)
(-11, 28)
(-11, 27)
(-11, 26)
(-11, 25)
(-12, 24)
(-13, 24)
(-14, 24)
(-15, 24)
(-16, 24)
(-17, 24)
(-18, 25)
(-18, 26)
(-18, 27)
(-18, 28)
(-17, 25)
(-16, 25)
(-15, 25)
(-14, 25)
(-15, 26)
(-15, 27)
(-15, 28)
(-16, 29)
(-16, 30)
(-17, 31)
(-18, 31)
(-19, 30)
(-19, 29)
(-19, 28)
(-20, 27)
(-21, 27)
(-22, 26)
(-22, 25)
(-22, 24)
(-22, 23)
(-23, 22)
(-24, 22)
(-23, 23)
(-22, 22)
(-22, 21)
(-22, 20)
(-24, 23)
(-25, 23)
(-26, 24)
(-26, 25)
(-26, 26)
(-26, 27)
(-25, 26)
(-25, 25)
(-25, 24)
(-26, 23)
(-27, 23)
(-28, 23)
(-29, 22)
(-29, 21)
(-29, 20)
(-29, 19)
(-30, 18)
(-30, 19)
(-30, 20)
(-29, 17)
(-28, 16)
(-28, 15)
(-28, 14)
(-28, 13)
(-28, 12)
(-28, 11)
(-28, 10)
(-29, 13)
(-30, 13)
(-31, 13)
(-32, 14)
(-32, 15)
(-32, 16)
(-32, 17)
(-31, 15)
(-30, 15)
(-29, 14)
(-29, 12)
(-29, 11)
(-27, 11)
(-26, 12)
(-25, 12)
(-24, 12)
(-23, 12)
(-25, 11)
(-26, 10)
(-25, 10)
(-24, 9)
(-24, 8)
(-25, 7)
(-26, 7)
(-27, 7)
(-24, 7)
(-23, 7)
(-22, 7)
(-21, 7)
(-25, 9)
(-26, 9)
(-27, 9)
(-28, 9)
(-29, 8)
(-30, 9)
(-31, 9)
(-32, 9)
(-33, 9)
(-34, 9)
(-33, 10)
(-33, 8)
(-34, 7)
(-33, 7)
(-32, 8)
(-32, 10)
(-32, 11)
(-31, 12)
(-30, 12)
(-27, 10)
(-29, 9)
(-30, 10)
(-27, 12)
(-27, 13)
(-27, 14)
(-27, 15)
(-29, 16)
(-30, 17)
(-31, 19)
(-32, 18)
(-33, 18)
(-34, 18)
(-35, 18)
(-36, 18)
(-34, 19)
(-35, 20)
(-36, 20)
(-34, 20)
(-33, 21)
(-34, 22)
(-35, 22)
(-36, 22)
(-37, 23)
(-37, 24)
(-37, 25)
(-37, 26)
(-38, 27)
(-39, 27)
(-40, 27)
(-41, 28)
(-41, 29)
(-40, 30)
(-39, 30)
(-38, 30)
(-37, 31)
(-37, 32)
(-38, 29)
(-37, 30)
(-36, 30)
(-35, 30)
(-34, 30)
(-33, 30)
(-32, 29)
(-32, 30)
(-32, 28)
(-32, 27)
(-32, 26)
(-31, 25)
(-30, 25)
(-29, 25)
(-28, 24)
(-27, 24)
(-24, 24)
(-23, 25)
(-23, 26)
(-23, 27)
(-23, 28)
(-24, 28)
(-25, 28)
(-26, 28)
(-27, 28)
(-28, 27)
(-28, 26)
(-28, 25)
(-24, 25)
(-24, 26)
(-24, 27)
(-25, 22)
(-21, 21)
(-21, 20)
(-21, 19)
(-21, 18)
(-21, 17)
(-22, 16)
(-23, 16)
(-24, 17)
(-24, 18)
(-24, 19)
(-24, 20)
(-23, 21)
(-22, 19)
(-22, 18)
(-22, 17)
(-23, 15)
(-24, 15)
(-25, 15)
(-26, 15)
(-30, 11)
(-30, 8)
(-30, 7)
(-32, 12)
(-33, 12)
(-33, 13)
(-33, 14)
(-33, 15)
(-33, 16)
(-34, 17)
(-35, 17)
(-36, 17)
(-37, 17)
(-38, 17)
(-37, 16)
(-36, 16)
(-35, 16)
(-34, 16)
(-35, 19)
(-36, 21)
(-37, 21)
(-38, 21)
(-39, 22)
(-39, 23)
(-39, 24)
(-38, 25)
(-36, 25)
(-35, 25)
(-34, 26)
(-34, 27)
(-33, 28)
(-31, 28)
(-33, 27)
(-35, 27)
(-36, 28)
(-37, 29)
(-36, 29)
(-35, 29)
(-34, 29)
(-39, 28)
(-39, 26)
(-39, 25)
(-40, 23)
(-41, 23)
(-40, 22)
(-40, 21)
(-40, 20)
(-40, 19)
(-39, 18)
(-38, 18)
(-37, 18)
(-33, 19)
(-32, 19)
(-33, 17)
(-38, 16)
(-35, 15)
(-35, 14)
(-36, 13)
(-37, 13)
(-38, 13)
(-39, 13)
(-38, 14)
(-38, 15)
(-37, 14)
(-36, 14)
(-34, 15)
(-39, 16)
(-38, 12)
(-38, 11)
(-39, 10)
(-40, 10)
(-41, 10)
(-42, 10)
(-43, 10)
(-44, 11)
(-45, 11)
(-46, 11)
(-47, 10)
(-47, 9)
(-47, 8)
(-47, 7)
(-47, 6)
(-48, 5)
(-48, 4)
(-48, 3)
(-49, 2)
(-50, 2)
(-51, 2)
(-52, 2)
(-53, 1)
(-53, 0)
(-53, -1)
(-53, -2)
(-54, -3)
(-55, -3)
(-56, -3)
(-57, -3)
(-58, -3)
(-59, -2)
(-59, -1)
(-59, 0)
(-59, 1)
(-60, 2)
(-61, 2)
(-62, 2)
(-63, 2)
(-64, 2)
(-65, 2)
(-66, 1)
(-66, 0)
(-66, -1)
(-65, -2)
(-64, -2)
(-63, -3)
(-63, -4)
(-63, -5)
(-62, -6)
(-61, -6)
(-60, -6)
(-59, -7)
(-59, -8)
(-60, -9)
(-61, -9)
(-61, -10)
(-61, -11)
(-61, -12)
(-62, -13)
(-63, -13)
(-64, -13)
(-65, -14)
(-65, -15)
(-65, -16)
(-65, -17)
(-65, -18)
(-65, -19)
(-64, -20)
(-64, -21)
(-63, -21)
(-62, -21)
(-61, -21)
(-60, -21)
(-59, -21)
(-59, -22)
(-59, -23)
(-59, -24)
(-59, -25)
(-59, -26)
(-60, -27)
(-59, -28)
(-59, -29)
(-59, -30)
(-60, -31)
(-61, -31)
(-62, -32)
(-62, -33)
(-62, -34)
(-62, -35)
(-62, -36)
(-63, -37)
(-64, -37)
(-65, -37)
(-66, -37)
(-67, -37)
(-68, -36)
(-68, -35)
(-68, -34)
(-68, -33)
(-68, -32)
(-67, -31)
(-66, -31)
(-65, -31)
(-64, -31)
(-63, -31)
(-62, -31)
(-61, -30)
(-61, -29)
(-61, -28)
(-61, -27)
(-62, -26)
(-63, -27)
(-63, -28)
(-63, -29)
(-62, -30)
(-60, -30)
(-58, -30)
(-57, -30)
(-63, -26)
(-63, -25)
(-63, -24)
(-64, -23)
(-65, -23)
(-66, -23)
(-67, -24)
(-67, -25)
(-67, -26)
(-67, -27)
(-67, -28)
(-66, -29)
(-65, -29)
(-64, -29)
(-68, -23)
(-69, -23)
(-70, -24)
(-70, -25)
(-70, -26)
(-70, -27)
(-70, -28)
(-70, -29)
(-71, -25)
(-72, -25)
(-73, -25)
(-74, -25)
(-75, -25)
(-75, -26)
(-75, -27)
(-75, -28)
(-75, -29)
(-75, -30)
(-75, -31)
(-76, -32)
(-77, -32)
(-78, -32)
(-79, -32)
(-80, -32)
(-81, -31)
(-81, -30)
(-81, -32)
(-81, -33)
(-82, -32)
(-83, -32)
(-84, -32)
(-85, -32)
(-86, -32)
(-87, -32)
(-88, -32)
(-89, -32)
(-90, -32)
(-91, -33)
(-91, -34)
(-92, -35)
(-93, -35)
(-91, -35)
(-90, -35)
(-89, -34)
(-89, -33)
(-89, -35)
(-90, -36)
(-89, -36)
(-88, -36)
(-87, -37)
(-88, -38)
(-89, -38)
(-90, -38)
(-91, -38)
(-92, -39)
(-92, -40)
(-92, -41)
(-92, -42)
(-92, -43)
(-91, -44)
(-90, -44)
(-89, -44)
(-88, -44)
(-87, -44)
(-86, -44)
(-85, -45)
(-85, -46)
(-85, -47)
(-85, -44)
(-85, -43)
(-84, -42)
(-83, -42)
(-82, -42)
(-81, -42)
(-80, -42)
(-79, -42)
(-85, -41)
(-85, -40)
(-85, -39)
(-85, -38)
(-85, -37)
(-85, -36)
(-84, -37)
(-84, -38)
(-83, -39)
(-83, -40)
(-83, -41)
(-83, -43)
(-83, -44)
(-83, -45)
(-84, -46)
(-86, -46)
(-87, -46)
(-88, -46)
(-89, -45)
(-89, -43)
(-89, -42)
(-89, -41)
(-88, -40)
(-87, -40)
(-86, -40)
(-84, -40)
(-86, -41)
(-85, -42)
(-81, -41)
(-81, -40)
(-81, -39)
(-81, -38)
(-81, -37)
(-80, -36)
(-80, -35)
(-80, -34)
(-80, -33)
(-80, -31)
(-80, -30)
(-81, -29)
(-82, -29)
(-83, -29)
(-84, -29)
(-85, -29)
(-86, -29)
(-87, -29)
(-88, -29)
(-89, -29)
(-90, -29)
(-91, -29)
(-92, -28)
(-92, -27)
(-91, -26)
(-90, -26)
(-89, -26)
(-88, -26)
(-87, -26)
(-86, -26)
(-85, -27)
(-85, -28)
(-85, -30)
(-85, -31)
(-86, -33)
(-87, -33)
(-88, -33)
(-89, -31)
(-89, -30)
(-89, -28)
(-89, -27)
(-90, -25)
(-91, -25)
(-92, -24)
(-92, -23)
(-92, -22)
(-93, -21)
(-94, -21)
(-95, -21)
(-96, -21)
(-97, -21)
(-98, -21)
(-99, -22)
(-99, -23)
(-99, -24)
(-99, -25)
(-99, -26)
(-98, -25)
(-98, -24)
(-98, -23)
(-98, -26)
(-99, -27)
(-100, -27)
(-101, -27)
(-102, -27)
(-103, -27)
(-104, -28)
(-105, -28)
(-106, -28)
(-107, -28)
(-108, -28)
(-109, -28)
(-110, -28)
(-108, -29)
(-107, -29)
(-106, -29)
(-105, -29)
(-104, -29)
(-103, -29)
(-102, -29)
(-101, -28)
(-101, -26)
(-101, -25)
(-101, -24)
(-101, -23)
(-101, -22)
(-102, -21)
(-103, -21)
(-104, -22)
(-104, -23)
(-104, -24)
(-104, -25)
(-105, -26)
(-106, -26)
(-107, -27)
(-107, -26)
(-107, -25)
(-107, -24)
(-107, -23)
(-108, -27)
(-106, -27)
(-105, -27)
(-104, -26)
(-105, -25)
(-106, -25)
(-108, -25)
(-109, -25)
(-110, -25)
(-108, -26)
(-108, -30)
(-108, -31)
(-108, -32)
(-108, -33)
(-108, -34)
(-108, -35)
(-108, -36)
(-108, -37)
(-109, -31)
(-110, -31)
(-109, -32)
(-107, -32)
(-106, -32)
(-105, -32)
(-104, -32)
(-103, -32)
(-102, -32)
(-101, -31)
(-101, -30)
(-101, -29)
(-101, -32)
(-100, -33)
(-99, -33)
(-98, -33)
(-97, -33)
(-96, -33)
(-95, -33)
(-94, -34)
(-93, -34)
(-92, -34)
(-90, -34)
(-88, -34)
(-79, -31)
(-79, -30)
(-79, -29)
(-80, -28)
(-81, -28)
(-82, -27)
(-82, -26)
(-82, -28)
(-82, -30)
(-80, -29)
(-80, -27)
(-80, -26)
(-79, -33)
(-79, -34)
(-79, -28)
(-78, -33)
(-77, -33)
(-76, -33)
(-75, -33)
(-74, -34)
(-74, -35)
(-74, -36)
(-74, -37)
(-74, -38)
(-74, -39)
(-73, -40)
(-72, -40)
(-71, -40)
(-70, -39)
(-70, -38)
(-70, -37)
(-70, -36)
(-70, -35)
(-70, -34)
(-71, -33)
(-72, -33)
(-73, -33)
(-74, -33)
(-81, -34)
(-81, -35)
(-81, -36)
(-80, -38)
(-79, -38)
(-78, -37)
(-78, -36)
(-78, -35)
(-78, -34)
(-71, -32)
(-71, -31)
(-71, -30)
(-71, -29)
(-71, -28)
(-72, -27)
(-73, -27)
(-74, -27)
(-76, -27)
(-77, -27)
(-78, -27)
(-80, -25)
(-80, -24)
(-80, -23)
(-81, -22)
(-82, -22)
(-83, -22)
(-84, -22)
(-85, -21)
(-86, -20)
(-87, -20)
(-88, -20)
(-89, -20)
(-90, -19)
(-90, -18)
(-90, -17)
(-89, -16)
(-88, -17)
(-89, -18)
(-91, -18)
(-92, -18)
(-93, -18)
(-94, -18)
(-94, -17)
(-94, -16)
(-95, -18)
(-96, -18)
(-97, -18)
(-98, -17)
(-98, -16)
(-98, -15)
(-98, -14)
(-98, -13)
(-98, -12)
(-98, -11)
(-97, -10)
(-96, -10)
(-98, -10)
(-99, -11)
(-100, -11)
(-97, -11)
(-96, -11)
(-95, -12)
(-95, -13)
(-95, -14)
(-95, -15)
(-101, -11)
(-102, -11)
(-103, -10)
(-103, -9)
(-103, -8)
(-103, -7)
(-104, -6)
(-105, -6)
(-106, -6)
(-107, -6)
(-108, -7)
(-109, -7)
(-110, -7)
(-111, -7)
(-112, -7)
(-113, -7)
(-114, -7)
(-111, -6)
(-111, -5)
(-111, -4)
(-111, -3)
(-111, -2)
(-112, -1)
(-113, -1)
(-114, -1)
(-115, -1)
(-116, -2)
(-116, -3)
(-115, -4)
(-114, -4)
(-113, -4)
(-112, -4)
(-111, -1)
(-111, 0)
(-111, 1)
(-111, 2)
(-111, 3)
(-116, -5)
(-116, -4)
(-116, -1)
(-117, 0)
(-118, 0)
(-119, 1)
(-119, 2)
(-119, 3)
(-119, 4)
(-119, 0)
(-120, 2)
(-121, 2)
(-120, 3)
(-120, 4)
(-120, 5)
(-120, 6)
(-120, 7)
(-120, 1)
(-120, 0)
(-121, -1)
(-122, -1)
(-123, -1)
(-124, -1)
(-125, -1)
(-126, -1)
(-127, 0)
(-127, 1)
(-127, 2)
(-127, 3)
(-127, 4)
(-128, 5)
(-129, 5)
(-130, 5)
(-131, 5)
(-132, 5)
(-133, 5)
(-134, 5)
(-135, 4)
(-135, 3)
(-135, 2)
(-135, 1)
(-135, 0)
(-135, -1)
(-135, -2)
(-136, -3)
(-137, -3)
(-138, -3)
(-139, -3)
(-140, -3)
(-141, -3)
(-142, -3)
(-143, -3)
(-144, -3)
(-145, -3)
(-146, -3)
(-147, -2)
(-147, -1)
(-147, 0)
(-147, 1)
(-147, 2)
(-147, 3)
(-147, 4)
(-146, 5)
(-147, 6)
(-147, 7)
(-147, 8)
(-147, 9)
(-147, 10)
(-148, 11)
(-149, 11)
(-150, 11)
(-151, 12)
(-151, 13)
(-151, 14)
(-152, 15)
(-153, 15)
(-154, 15)
(-155, 15)
(-156, 15)
(-157, 15)
(-158, 15)
(-159, 15)
(-160, 15)
(-161, 15)
(-162, 15)
(-163, 15)
(-164, 15)
(-165, 14)
(-164, 13)
(-163, 13)
(-162, 13)
(-161, 13)
(-160, 13)
(-159, 13)
(-158, 13)
(-157, 13)
(-156, 14)
(-156, 16)
(-156, 17)
(-157, 18)
(-158, 18)
(-159, 18)
(-160, 18)
(-161, 18)
(-159, 19)
(-159, 20)
(-160, 21)
(-161, 21)
(-162, 21)
(-162, 20)
(-162, 19)
(-162, 18)
(-162, 17)
(-162, 16)
(-162, 14)
(-165, 13)
(-166, 13)
(-167, 13)
(-168, 13)
(-166, 12)
(-166, 11)
(-166, 10)
(-166, 9)
(-166, 8)
(-166, 7)
(-166, 6)
(-166, 5)
(-165, 6)
(-164, 6)
(-163, 6)
(-162, 6)
(-161, 6)
(-160, 6)
(-159, 6)
(-158, 6)
(-157, 6)
(-156, 6)
(-155, 6)
(-154, 6)
(-153, 6)
(-152, 6)
(-151, 6)
(-150, 5)
(-150, 4)
(-150, 3)
(-150, 2)
(-150, 1)
(-150, 0)
(-151, -1)
(-152, -1)
(-153, -1)
(-154, -2)
(-154, -3)
(-154, -4)
(-154, -5)
(-154, -6)
(-154, -7)
(-155, -8)
(-156, -8)
(-157, -7)
(-157, -6)
(-157, -5)
(-157, -4)
(-157, -3)
(-157, -2)
(-158, -7)
(-159, -7)
(-160, -7)
(-161, -7)
(-162, -8)
(-162, -9)
(-162, -10)
(-162, -11)
(-162, -12)
(-162, -13)
(-163, -10)
(-164, -10)
(-165, -10)
(-166, -10)
(-167, -10)
(-168, -10)
(-169, -11)
(-169, -12)
(-169, -13)
(-169, -14)
(-169, -15)
(-169, -16)
(-169, -17)
(-169, -18)
(-168, -12)
(-167, -12)
(-166, -12)
(-165, -12)
(-164, -12)
(-163, -12)
(-161, -13)
(-161, -14)
(-161, -15)
(-161, -16)
(-161, -12)
(-161, -11)
(-161, -10)
(-163, -9)
(-164, -9)
(-165, -9)
(-166, -9)
(-167, -9)
(-168, -9)
(-169, -9)
(-170, -10)
(-170, -11)
(-170, -12)
(-170, -13)
(-170, -14)
(-170, -15)
(-170, -16)
(-168, -11)
(-167, -11)
(-166, -8)
(-166, -7)
(-166, -6)
(-166, -5)
(-166, -4)
(-167, -3)
(-168, -3)
(-169, -3)
(-170, -2)
(-170, -1)
(-170, 0)
(-169, 1)
(-168, 1)
(-167, 0)
(-167, -1)
(-167, 1)
(-167, 2)
(-167, 3)
(-167, 4)
(-167, 5)
(-167, -2)
(-170, -3)
(-171, -4)
(-171, -5)
(-171, -6)
(-172, -5)
(-172, -4)
(-172, -3)
(-172, -2)
(-172, -1)
(-172, 0)
(-172, -6)
(-171, -7)
(-170, -8)
(-169, -8)
(-168, -8)
(-167, -8)
(-165, -11)
(-171, -12)
(-172, -12)
(-173, -13)
(-173, -14)
(-173, -15)
(-173, -16)
(-173, -17)
(-173, -18)
(-173, -19)
(-173, -20)
(-173, -21)
(-174, -22)
(-175, -22)
(-176, -22)
(-177, -22)
(-178, -22)
(-179, -21)
(-179, -20)
(-179, -22)
(-179, -23)
(-179, -24)
(-178, -25)
(-177, -25)
(-176, -25)
(-175, -25)
(-174, -25)
(-173, -25)
(-172, -25)
(-171, -25)
(-170, -24)
(-170, -23)
(-170, -22)
(-171, -21)
(-172, -21)
(-174, -21)
(-175, -21)
(-176, -21)
(-178, -21)
(-178, -20)
(-178, -19)
(-178, -18)
(-179, -17)
(-180, -17)
(-181, -17)
(-182, -17)
(-178, -17)
(-177, -17)
(-176, -16)
(-176, -15)
(-176, -14)
(-176, -13)
(-176, -12)
(-176, -11)
(-176, -10)
(-176, -9)
(-175, -16)
(-174, -17)
(-174, -18)
(-174, -19)
(-174, -20)
(-174, -16)
(-174, -15)
(-174, -14)
(-174, -13)
(-175, -12)
(-176, -8)
(-176, -7)
(-175, -6)
(-174, -6)
(-173, -6)
(-170, -6)
(-169, -6)
(-168, -7)
(-168, -13)
(-167, -14)
(-166, -14)
(-165, -14)
(-164, -14)
(-163, -14)
(-162, -14)
(-160, -14)
(-159, -13)
(-159, -12)
(-159, -11)
(-159, -10)
(-158, -9)
(-157, -9)
(-156, -9)
(-159, -8)
(-156, -10)
(-156, -11)
(-156, -12)
(-157, -13)
(-158, -13)
(-155, -10)
(-155, -11)
(-155, -12)
(-155, -13)
(-155, -14)
(-155, -15)
(-155, -16)
(-155, -17)
(-155, -18)
(-156, -19)
(-157, -19)
(-158, -19)
(-159, -19)
(-160, -19)
(-161, -19)
(-162, -19)
(-163, -19)
(-164, -19)
(-165, -19)
(-166, -20)
(-167, -19)
(-168, -19)
(-169, -19)
(-170, -19)
(-171, -19)
(-172, -19)
(-175, -19)
(-176, -20)
(-177, -20)
(-175, -18)
(-175, -17)
(-175, -15)
(-172, -17)
(-171, -17)
(-170, -17)
(-168, -17)
(-171, -16)
(-172, -18)
(-172, -20)
(-172, -22)
(-172, -23)
(-171, -24)
(-169, -24)
(-168, -24)
(-167, -24)
(-171, -23)
(-171, -22)
(-170, -21)
(-169, -21)
(-168, -21)
(-167, -21)
(-166, -21)
(-165, -21)
(-164, -21)
(-163, -21)
(-169, -20)
(-169, -22)
(-169, -23)
(-169, -25)
(-168, -26)
(-167, -26)
(-166, -26)
(-165, -26)
(-164, -25)
(-164, -24)
(-164, -23)
(-164, -22)
(-164, -20)
(-164, -18)
(-164, -17)
(-164, -16)
(-164, -15)
(-159, -14)
(-158, -15)
(-158, -16)
(-158, -17)
(-158, -18)
(-158, -20)
(-158, -21)
(-158, -22)
(-159, -23)
(-160, -23)
(-161, -23)
(-162, -23)
(-163, -23)
(-161, -24)
(-161, -25)
(-161, -26)
(-161, -27)
(-161, -28)
(-161, -29)
(-161, -30)
(-160, -29)
(-160, -30)
(-160, -31)
(-160, -32)
(-160, -33)
(-160, -34)
(-160, -35)
(-160, -36)
(-161, -37)
(-162, -37)
(-163, -37)
(-164, -37)
(-165, -37)
(-166, -37)
(-167, -36)
(-167, -35)
(-167, -34)
(-167, -33)
(-168, -34)
(-169, -34)
(-170, -34)
(-171, -34)
(-172, -34)
(-173, -34)
(-174, -34)
(-175, -34)
(-176, -35)
(-176, -36)
(-176, -37)
(-176, -38)
(-177, -39)
(-178, -39)
(-179, -39)
(-180, -39)
(-176, -40)
(-176, -41)
(-176, -42)
(-176, -43)
(-176, -44)
(-176, -45)
(-176, -46)
(-177, -47)
(-178, -47)
(-179, -47)
(-180, -47)
(-181, -47)
(-182, -47)
(-183, -46)
(-183, -45)
(-183, -44)
(-183, -43)
(-183, -42)
(-183, -41)
(-183, -47)
(-183, -48)
(-183, -49)
(-184, -50)
(-185, -49)
(-185, -48)
(-185, -47)
(-185, -46)
(-185, -45)
(-185, -50)
(-185, -51)
(-185, -52)
(-185, -44)
(-185, -43)
(-185, -42)
(-185, -41)
(-186, -40)
(-187, -40)
(-188, -40)
(-189, -40)
(-190, -40)
(-191, -41)
(-191, -42)
(-191, -43)
(-191, -44)
(-191, -45)
(-191, -46)
(-191, -47)
(-191, -48)
(-191, -49)
(-192, -50)
(-193, -50)
(-194, -50)
(-195, -49)
(-195, -48)
(-195, -47)
(-195, -46)
(-195, -45)
(-195, -44)
(-195, -43)
(-194, -42)
(-193, -42)
(-192, -42)
(-190, -42)
(-189, -43)
(-189, -44)
(-189, -45)
(-189, -46)
(-189, -47)
(-188, -48)
(-187, -48)
(-189, -48)
(-190, -48)
(-192, -48)
(-193, -48)
(-194, -48)
(-196, -47)
(-196, -46)
(-196, -45)
(-196, -44)
(-196, -48)
(-196, -49)
(-196, -50)
(-196, -51)
(-195, -52)
(-194, -52)
(-193, -52)
(-192, -52)
(-191, -52)
(-190, -52)
(-189, -52)
(-188, -52)
(-187, -52)
(-186, -53)
(-186, -54)
(-186, -55)
(-186, -56)
(-186, -57)
(-186, -58)
(-186, -59)
(-185, -60)
(-184, -60)
(-183, -60)
(-182, -60)
(-181, -60)
(-180, -60)
(-179, -60)
(-178, -60)
(-177, -60)
(-176, -61)
(-176, -62)
(-176, -60)
(-176, -59)
(-176, -58)
(-175, -57)
(-174, -57)
(-173, -57)
(-172, -57)
(-171, -57)
(-170, -57)
(-169, -57)
(-168, -57)
(-167, -58)
(-167, -59)
(-167, -60)
(-167, -61)
(-166, -62)
(-165, -62)
(-164, -62)
(-163, -62)
(-162, -62)
(-161, -63)
(-161, -64)
(-161, -65)
(-161, -66)
(-161, -67)
(-160, -68)
(-159, -68)
(-158, -68)
(-157, -68)
(-156, -67)
(-156, -66)
(-156, -65)
(-156, -64)
(-156, -63)
(-156, -62)
(-157, -63)
(-157, -64)
(-157, -65)
(-157, -66)
(-157, -67)
(-157, -69)
(-156, -70)
(-155, -70)
(-154, -70)
(-153, -70)
(-152, -70)
(-151, -70)
(-150, -70)
(-149, -70)
(-148, -70)
(-147, -69)
(-148, -68)
(-149, -68)
(-150, -68)
(-151, -68)
(-152, -67)
(-152, -66)
(-152, -65)
(-152, -64)
(-152, -63)
(-152, -62)
(-152, -61)
(-153, -60)
(-154, -60)
(-155, -60)
(-156, -60)
(-157, -60)
(-158, -60)
(-159, -60)
(-160, -60)
(-161, -59)
(-161, -58)
(-161, -57)
(-161, -56)
(-161, -55)
(-161, -54)
(-161, -53)
(-161, -52)
(-162, -51)
(-163, -52)
(-163, -53)
(-163, -54)
(-163, -55)
(-163, -56)
(-163, -57)
(-163, -58)
(-162, -59)
(-160, -59)
(-159, -58)
(-159, -57)
(-159, -56)
(-159, -55)
(-159, -54)
(-159, -53)
(-159, -59)
(-161, -60)
(-162, -60)
(-163, -60)
(-164, -60)
(-165, -60)
(-166, -60)
(-168, -60)
(-169, -59)
(-169, -58)
(-169, -56)
(-169, -55)
(-169, -54)
(-168, -53)
(-167, -53)
(-166, -53)
(-165, -53)
(-164, -53)
(-162, -52)
(-162, -50)
(-162, -49)
(-162, -48)
(-162, -47)
(-162, -46)
(-161, -45)
(-160, -45)
(-159, -45)
(-158, -45)
(-157, -45)
(-156, -45)
(-155, -45)
(-154, -45)
(-153, -45)
(-152, -45)
(-151, -44)
(-151, -43)
(-151, -42)
(-151, -41)
(-151, -40)
(-151, -39)
(-151, -38)
(-151, -37)
(-151, -36)
(-150, -35)
(-149, -35)
(-148, -35)
(-147, -35)
(-146, -35)
(-145, -35)
(-144, -35)
(-143, -35)
(-142, -36)
(-142, -35)
(-142, -34)
(-142, -33)
(-142, -32)
(-142, -31)
(-142, -30)
(-142, -29)
(-141, -30)
(-140, -30)
(-139, -30)
(-138, -30)
(-137, -30)
(-136, -30)
(-135, -30)
(-134, -30)
(-133, -29)
